"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"Texto guia","Matematicas","Matematicas/ educacion basica primaria de adultos","Corporativo","1986","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Matematicas/ educacion basica primaria de adultos","Corporativo","1986","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Matrimonio y amor 2","Ana Maria Calera","1968","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","me gusta leer","liliana santiroso",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","me gustan las librerias","liliana santirso","1991","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","me gustan los castellanos antes de dormir","liliana santiro","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","me gustan los castellanos antes de dormir","liliana santiro","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Memoria de isla negra","Pablo Neruda","1964","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 10","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 10","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 10","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 11","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 11","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 11","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 11","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 11","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 6","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 6","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 7","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 7","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 7","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 7","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 8","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 8","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 8","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 8","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 8","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 9","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 9","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 9","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Me respeto 9","Corporativo","1993","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Fisica","Mecanica, calor, acustica","Jorge Vidal","1984","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","Medalla de honor","Irene Vasco","2005","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","Medalla de honor","Irene Vasco","2005","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","medicalizacion de la vida","daniel  frankel",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","Salud","medicina deportiva","edimsa","1993","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Medicina veterinaria herbaria","German Ariel Ga�?an Ba�?ol- Alexander Ba�?ol",NA,"general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Medida y evaluacion del trabajo escolar","Clara Ofelia Cardounel","1969","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Medidas de capacidad","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Medidas de longitud","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Medidas de tiempo","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","castellano","Medios didacticos","Pedro A. Caro C",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","meditaciones metaFisicas","manuel garcia morente","2007","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Memoria del ministro del trabajo al congreso de 1959","Otto Morales Benitez","1959","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","memorias","Corporativo","1984","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","memorias de adriano","marguerite yourcenar","1997","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","memorias del subsuelo","Fedor Dostoyervski","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","memorias del subsuelo","Fedor Dostoyervski","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","memorias del subsuelo","Fedor Dostoyervski","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","memorias del subsuelo","Fedor Dostoyervski","2003","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Memorias primer encuentro de universidades indigenas ABYA YALA","Corporativo","2008","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. sociales","Mentor interactivo enciclopedia de C. C. naturaless sociales","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La metamorfosis","Franz Kafka","2008","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Metodo en la educacion popular","Nicolas Buenaventura","1982","general","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","metodologia pacofor : una alternativa para el desarrollo forestal participativo","jaime jaramillo arvelaez","2003",NA,"Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","metodologia pacofor : una alternativa para el desarrollo forestal participativo","jaime jaramillo arvelaez","2003",NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","Economia","Metodologia para el estudio de prpcesos","SENA","1994","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico larousse","castellano","metraje pindon guear","Corporativo","1979","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","meur nkru","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi amigo el pintor","lygia bojunga nunes","1989","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","mi canto","susan nicholson","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","mi canto","susan nicholson","2008","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Mi cocina","Corporativo","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Mi cocina","Corporativo","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi mundo es un castellano","roberto restrepo","2008","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario casa","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario casa","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario city","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario city","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario ciudad","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario ciudad","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario countryside","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario countryside","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario escuela","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","Mi primer diccionario escuela","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario Ingles","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario Ingles","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario school","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","idiomas","Mi primer diccionario school","Corporativo","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Mi primer libro de animales con ventanitas","no tiene","2004","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Mi primer libro de animales con ventanitas","no tiene","2004","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","mi primer libro de la Biblia","nicola deschamps","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","mi primer libro de la Biblia","nicola deschamps","2000","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","mi primer libro de las horas","claire llewellyn",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","C. naturales","mi primer libro de las horas","claire llewellyn",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","mi primer libro de numeros",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","mi primer libro de numeros",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi primer libro de palabras","Angela Wilkes","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi primer libro de palabras","Angela Wilkes","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi primer libro del cuerpo humano","no tiene","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi primer libro del cuerpo humano","no tiene","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","mi primera biblia","farid estefenn uribe","2001",NA,"Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","mi primera inciclopedia del hombre",NA,"2002","libsa","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","mi primera inciclopedia del hombre",NA,"2002","libsa","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","mi ropa","lotta person","1995",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","mi ropa","lotta persson",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","miguel vicente pata caliente","orlando araujo",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","miguel vicente pata caliente","orlando araujo",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mil y una fabula de siempre para leerse en voz alta","luis de tordehumos","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mil y una fabula de siempre para leerse en voz alta","luis de tordehumos","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"Enciclopedia","C. sociales","Milenio: enciclopedia tematica del estudiante: Geografia, Historia antigua","Corporativo","2003","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Minimo comun multiplo y maximo comun dividor","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
NA,NA,"ministerio de salud programa de mejoramineto de salud","ines gomez","1998","GENERAL","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Minutos","Tomas Calderon","1981","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Mira escucha saborea toca y huele","Monica Montes","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Mira escucha saborea toca y huele","Monica Montes","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","mis cosas","lotta person",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","mis primeras 1000 palabras en ingles","elena ferrandiz",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","mis primeras 1000 palabras en ingles","elena ferrandiz",NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","Mis primeras actividades","Corporativo","1998","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","Matematicas","Mis primeras actividades","Corporativo","1998","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Mis vestidos","Corporativo","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Mis vestidos","Corporativo","1999","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Mise au point 1","Guy capelle","1983","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Miserecordia","Benito Perez Galgos","1969","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","misterio en la mansion embrujada y otros castellanos","liliana cinetto","2009","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Moby dick","Herman Melville","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Moby dick","Herman Melville","2007","Infantil","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Modulo de gegrafia 3, explorar","Rosario Mendez de Mojica","1986","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Modulo de historia 3, historiar","Augusto Montenegro Gonzalez","1985","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","Modulo de ingles grado 6�?","Corporativo","1996","general","Disponible","Name","Comunity","Number","Number"
"Libro","Filosofia","moiseis y los jueces","Corporativo","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"Libro","Filosofia","moiseis y los jueces","Corporativo","2002","Infantil","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor","Corporativo","1997","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","monitor","a- cogucho","1969","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor","coguil gomosidad","1969","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor","coguil gomosidad","1969","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor","Corporativo","1969","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico color","castellano","monitor","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"diccionario planeta de la lengua castellanoa","castellano","monitor","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor",NA,NA,"general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","monitor","ramon  rey ardid","1968","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","monitor","ramon  rey ardid","1968","general","Disponible","Name","Comunity","Number","Number"
"Libro","castellano","monitor","ramon  rey ardid","1968","general","Disponible","Name","Comunity","Number","Number"
"Libro","Filosofia","monitor","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","monitor","Rojas Eberhard","2002","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","monitor","Rojas Eberhard","2002","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","monitor","Rojas Eberhard","2002","general","Disponible","Name","Comunity","Number","Number"
"libro","informatica","monitor","Rojas Eberhard","2002","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. naturales","monitor","abedul a centeno","1962","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. naturales","monitor","abedul a centeno",NA,"general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","C. naturales","monitor","abedul a centeno",NA,"general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor a- arre","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor a- bau","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor a-apelacion","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","monitor a-edafico","Corporativo","1988","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor apelado- conjura","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor arcon","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor arcos ver","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor arr","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor arr buc","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor arre buru","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor bau-col","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor bernal cas","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor buc com","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor buru coqui","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor canjuro-coscarron","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor cas costa","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor castell","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor col-esc","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor con dzun","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor coqui elec","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor coscarse-engaratusar","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor costa domi","corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia universal","castellano","monitor danae","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor domi euro","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor e fer","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor elec frai","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor engarbado-grimorio","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor esc-igl","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor euro geng","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor fer har","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor geni hora","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor grimoso-lul�?","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor hare juss","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor horc krus","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor hugo lisb","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor igl-mar","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor indice","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor just meer","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor kryl mexi","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor luma-ozonosfera","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia ilustrada","castellano","monitor mar-par","Corporativo","2000","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor meer ordi","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor mey orien","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor mu�?e pega","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor ordo prot","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor orig prim","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor p-quisco","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor peca rema","Corporativo","1972","general","Disponible","Name","Comunity","Number","Number"
"diccionario  enciclopedico","castellano","monitor plaza y janes","Corporativo","1992","general","Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","monitor plaza y janes","Corporativo","1992","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor prin sard","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor prot shan","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor quiscudo-tamborete","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor sarda tib","corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"diccionario","castellano","monitor shang z","Corporativo","1971","general","Disponible","Name","Comunity","Number","Number"
"diccionario de la lengua espa�?alo","castellano","monitor tamboril-zuz�?n apéndice","Corporativo","2001","general","Disponible","Name","Comunity","Number","Number"
"enciclopedia","castellano","monitor tibe z","Corporativo","1965","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Morgan","E. Salgari","1969","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","morgan y los piratas","arturo uslar pietri","2003","Infantil","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","morgan y los piratas","arturo uslar pietri","2003",NA,"Disponible","Name","Comunity","Number","Number"
"Libro","C. sociales","mosaicos romanos","manuel fernandez galiano","1985","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","mujercitas","L.May Alcott","2000","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","agropecuaria","Mujeres ilustres/  libro 12","Raul Piamonte P","1978","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mujeres indigenas, historia del movimiento indigena en el contexto politico latinuamericano","ONIC","2007","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","agropecuaria","Multiples usos de la madera","Daniel Rafael Mendez","1976","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","agropecuaria","Multiples usos de la madera","Daniel Rafael Mendez","1976","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Mundo antiguo 6","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. sociales","Mundo moderno 8","Corporativo","1994","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Arte","Musica 2","Corporativo",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Arte","Musica 6","Corporativo","1990","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","My Choice 4","Michael Downie","2000","general","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my dad is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my dad is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my grandma is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my grandma is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my mom is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"libro","idiomas","my mom is great",NA,NA,"Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mystici corporis","Corporativo","1963","general","Disponible","Name","Comunity","Number","Number"
"libro","C. sociales","nada que aser monsieur y otros","julio roman ribeyro","2000",NA,"Disponible","Name","Comunity","Number","Number"
"libro","castellano","Narraciones Extraordinarias ","Edgar Allan Poe","2004","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","Narraciones Extraordinarias ","Edgar Allan Poe","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Naturaleza 4","Lilia Reyes Herrera, Elsa Leonor Talero M","1988","general","Disponible","Name","Comunity","Number","Number"
"libro","Filosofia","navidad con los ni�?os","zendrea zariquiey","2003",NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","New concept english for Colombia","L.G. Alexander","1972","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","New Headway/ english course","Liz and Jhon Soars",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","New horizons English 1","Mellgren / Walker","1978","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","idiomas","New horizons in English 1","Corporativo","1973","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Nietzscheana","Danilo Cruz Velez","1982","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","ni�?os a salvo en un mundo inseguro","paula statman","1996","Infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ni�?os Maltratados/ Serie Bruner","Ruth S. Kempe y C. Henrry Kempe","1985","general","Disponible","Name","Comunity","Number","Number"
"cartilla","castellano","no me gustan los libros","gerardo meneces","no tiene",NA,"Disponible","Name","Comunity","Number","Number"
"diccionario enciclopedico","castellano","no pari","Corporativo","1976","general","Disponible","Name","Comunity","Number","Number"
"libro","castellano","noches de humo","olga bear","1988",NA,"Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Nociones algebra y trigonometria","J. Rey Pastor","1962","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Nociones de aritmetica geometria y contabilidad","Samuel londo�?o L",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","C. naturales","Nociones de C. C. naturaless fisicoquimicas","J. Henao",NA,"general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Nociones de sicopedagogia","R. H. Ceciliano Ruben","1961","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Matematicas","Nociones sobre fracciones ordinarias","Corporativo","1982","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Normatividad basica para la etnoeducacion","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. sociales","Normatividad basica para la etnoeducacion","Corporativo","2004","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Nuestra religion 10","varios","2005","general","Disponible","Name","Comunity","Number","Number"
"Texto guia","Filosofia","Nuestra religion 7","Luiz Eduardo Galindo Neira","2005","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","C. naturales","Nuestras plantas","Hno Idinael- henri","1940","general","Disponible","Name","Comunity","Number","Number"
