"Tipo","Clase","Nombre","Autor","Año","Colección","Estado","Presta","Comunidad","ID","Tel"
"literatura universal","castellano","Ana Z., ?D�nde vas?","Marina Colosanti","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ana Z., ?D�nde vas?","Marina Colosanti","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ana Z., ?D�nde vas?","Marina Colosanti","1995","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los ojos de Esmeralda","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los ojos de Esmeralda","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los ojos de Esmeralda","Denis Cote","1994","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El robo del siglo ","Chrystine Brouillet","2000","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El robo del siglo ","Chrystine Brouillet","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El robo del siglo ","Chrystine Brouillet","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El robo del siglo ","Chrystine Brouillet","2001","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Charlie gallina ciega!","Bernhard Hagemann","1999","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El caso del mono extraviado","Cynthina Rylant","","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El caso del mono extraviado","Cynthina Rylant","","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Diecisiete f�bulas del rey le�n","Jean Muzi","1990","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","En el arca de las ocho","Ulrich Hub","2008","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Jhon-Jhon, el drag�n del lago Titicaca","Hern�n Garrido-Lecca","2003","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El muchacho que inventaba historias","Margaret Mahy","1982","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ra�l pintado de azul","Ana Maria Machado","2001","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Bernardo el ermita�o","Mar�a Teresa Garrido","2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Emilio","Julia Mercedes Castilla","1997","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El tesoro de la pordiosera","Julia Mercedes Castilla","2002","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","La puerta olvidada","Paul Maar","1991","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La historia del hipop�tamo que se creia mosca","�scar Mart�nez V�lez","2003","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Chao!","Lygia Bojunga","1984","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un deseo loco","Ana Maria Machado","1990","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","!Arriba el tel�n!","Beatriz Ferro","2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mi amigo el pintor ","Lygia Bojunga","1989","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Mi amigo el pintor ","Lygia Bojunga","1989","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un monton de unicornios ","Ana Maria Machado","2001","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El duende del carpintero ","Ellis Kaut","1994","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La cola de los ingleses ","Elena Pesce","1999","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Pantalones cortos","Lara r�os","1996","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Unos peces en la habitaci�n n�mero 11","Heather Dyer","2007","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los amigos ","Lygia Bojunga","2001","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Aventuras de un ni�o de la calle","Julia Mercedes Castilla","1990","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Dolores","Bruce Brooks","2002","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un grillo del a�o dos mil y pico","Ram�n Garc�a Dom�nguez","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","","","","","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1933","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Berland, la cuidad escondida","Mercedes Neusch�fer -Carlon","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Antonio, el t�o Juan y Tata Puma","Sa�l Schkolnik Bendersky","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Antonio, el t�o Juan y Tata Puma","Sa�l Schkolnik Bendersky","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Antonio, el t�o Juan y Tata Puma","Sa�l Schkolnik Bendersky","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Antonio, el t�o Juan y Tata Puma","Sa�l Schkolnik Bendersky","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos de Antonio, el t�o Juan y Tata Puma","Sa�l Schkolnik Bendersky","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un burro es suficiente","Gina Ruck Pauquet","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Una idea toda azul","Marina Colosanti","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Quint�n","Mario Melguizo Bermudez","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Quint�n","Mario Melguizo Bermudez","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Quint�n","Mario Melguizo Bermudez","1998","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Gu�a del perfecto explorador","Manon Van Veen","2002","infantil","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","El duende y el robot","Fernando Alonso","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El cazador urbano","Jos� Luis Olaizola","1993","infantil","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","La Ansiedad","Enrique Rojas","1998","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Pensamientos de guerra","Orlando Mejia de Guerra","2001","general","Disponible","Name","Comunity","Number","Number"
"litaratura universal","castellano","Aventuras de Robinson Crusoe","Daniel Defoe","2000","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Un viaje a la luna","Julio Verne","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Ben-Hur","Lewis Wallace","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Las dos despu�s de medianoche","Stephen King","2009","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Cuentos breves: para leer en el bus","Apollinaire et al","2008","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","El terrario y las desapariciones","Fabio Enrique Barrag�n Santos","1973","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","Los huesos sagrados: Una leyenda azteca","Judy Goldman","2002","general","Disponible","Name","Comunity","Number","Number"
"literatura universal","castellano","En el laberinto de la oscuridad","Fabian Lenk","2015","infantil","Disponible","Name","Comunity","Number","Number"
